invoice_no,date,workshop,vehicle_id,plate,make_model,odometer_km,kind,subtotal,vat,total,pdf_file
INV-50488899,2023-08-16,עובד חלפים מקוריים (בדיקה),VH-27,78-884-26,Hyundai i10,33019,spark_plugs,572.99,97.41,670.4,INV-50488899_VH-27.pdf
INV-41969315,2023-09-13,מוסך העיר (בדיקה),VH-28,77-993-87,Skoda Octavia,3937,routine,712.83,121.18,834.01,INV-41969315_VH-28.pdf
INV-40961055,2024-08-13,מוסך המרכז (בדיקה),VH-28,77-993-87,Skoda Octavia,6382,routine,763.15,129.74,892.89,INV-40961055_VH-28.pdf
INV-90604805,2023-08-21,יוסי צמיגים ופרונט (בדיקה),VH-28,77-993-87,Skoda Octavia,8942,routine,899.23,152.87,1052.1,INV-90604805_VH-28.pdf
INV-67998136,2023-06-06,יואב חשמל ופנסים (בדיקה),VH-28,77-993-87,Skoda Octavia,11544,routine,487.02,82.79,569.81,INV-67998136_VH-28.pdf
INV-86416862,2024-05-02,יוסי צמיגים ופרונט (בדיקה),VH-28,77-993-87,Skoda Octavia,14290,routine,800.83,136.14,936.97,INV-86416862_VH-28.pdf
INV-98331465,2024-10-29,מוסך צי צפון (בדיקה),VH-28,77-993-87,Skoda Octavia,15935,routine,753.68,128.13,881.81,INV-98331465_VH-28.pdf
INV-55904259,2024-03-09,מוסך צי צפון (בדיקה),VH-28,77-993-87,Skoda Octavia,17885,routine,864.5,146.97,1011.47,INV-55904259_VH-28.pdf
INV-52110392,2023-02-15,מוסך צי צפון (בדיקה),VH-28,77-993-87,Skoda Octavia,19537,routine,560.94,95.36,656.3,INV-52110392_VH-28.pdf
INV-05383388,2023-04-24,מוסך המרכז (בדיקה),VH-28,77-993-87,Skoda Octavia,21691,routine,841.78,143.1,984.88,INV-05383388_VH-28.pdf
INV-80420439,2024-01-21,עובד חלפים מקוריים (בדיקה),VH-28,77-993-87,Skoda Octavia,24111,lights,402.28,68.39,470.67,INV-80420439_VH-28.pdf
INV-51046368,2024-11-07,עובד חלפים מקוריים (בדיקה),VH-28,77-993-87,Skoda Octavia,25907,spark_plugs,916.01,155.72,1071.73,INV-51046368_VH-28.pdf
INV-78003845,2023-07-10,יוסי צמיגים ופרונט (בדיקה),VH-29,61-787-93,Kia Niro,4144,routine,505.22,85.89,591.11,INV-78003845_VH-29.pdf
INV-38404608,2023-12-27,מוסך המרכז (בדיקה),VH-29,61-787-93,Kia Niro,5911,routine,752.2,127.87,880.07,INV-38404608_VH-29.pdf
INV-68936392,2024-11-03,מוסך צי צפון (בדיקה),VH-29,61-787-93,Kia Niro,6918,routine,615.62,104.66,720.28,INV-68936392_VH-29.pdf
INV-29832482,2024-07-09,מוסך צי צפון (בדיקה),VH-29,61-787-93,Kia Niro,8093,routine,685.47,116.53,802.0,INV-29832482_VH-29.pdf
INV-88125205,2024-08-01,מוסך המרכז (בדיקה),VH-29,61-787-93,Kia Niro,9425,routine,637.62,108.4,746.02,INV-88125205_VH-29.pdf
INV-31220994,2024-10-14,מוסך צי צפון (בדיקה),VH-29,61-787-93,Kia Niro,10695,routine,976.66,166.03,1142.69,INV-31220994_VH-29.pdf
INV-72897526,2023-01-27,יואב חשמל ופנסים (בדיקה),VH-29,61-787-93,Kia Niro,11690,routine,630.25,107.14,737.39,INV-72897526_VH-29.pdf
INV-63331279,2024-02-23,יוסי צמיגים ופרונט (בדיקה),VH-29,61-787-93,Kia Niro,13881,routine,589.64,100.24,689.88,INV-63331279_VH-29.pdf
INV-96569998,2024-03-13,יואב חשמל ופנסים (בדיקה),VH-29,61-787-93,Kia Niro,15861,routine,885.61,150.55,1036.16,INV-96569998_VH-29.pdf
INV-03886086,2023-04-22,מוסך העיר (בדיקה),VH-29,61-787-93,Kia Niro,17390,routine,606.54,103.11,709.65,INV-03886086_VH-29.pdf
INV-47264908,2023-11-08,יוסי צמיגים ופרונט (בדיקה),VH-29,61-787-93,Kia Niro,19367,tires,2516.92,427.88,2944.8,INV-47264908_VH-29.pdf
INV-82665702,2024-08-22,יואב חשמל ופנסים (בדיקה),VH-29,61-787-93,Kia Niro,21576,lights,513.91,87.36,601.27,INV-82665702_VH-29.pdf
INV-21117518,2023-11-28,עובד חלפים מקוריים (בדיקה),VH-29,61-787-93,Kia Niro,23437,spark_plugs,950.22,161.54,1111.76,INV-21117518_VH-29.pdf
INV-25922220,2024-07-17,מוסך צי צפון (בדיקה),VH-30,25-353-38,Toyota Corolla,5179,routine,835.93,142.11,978.04,INV-25922220_VH-30.pdf
INV-23094077,2023-10-23,מוסך צי צפון (בדיקה),VH-30,25-353-38,Toyota Corolla,6963,routine,724.7,123.2,847.9,INV-23094077_VH-30.pdf
INV-77671990,2023-09-01,מוסך צי צפון (בדיקה),VH-30,25-353-38,Toyota Corolla,9650,routine,605.37,102.91,708.28,INV-77671990_VH-30.pdf
INV-05020994,2023-08-01,מוסך העיר (בדיקה),VH-30,25-353-38,Toyota Corolla,11443,routine,471.88,80.22,552.1,INV-05020994_VH-30.pdf
INV-99827950,2023-06-15,יואב חשמל ופנסים (בדיקה),VH-30,25-353-38,Toyota Corolla,13456,routine,779.92,132.59,912.51,INV-99827950_VH-30.pdf
INV-14721458,2023-03-11,מוסך צי צפון (בדיקה),VH-30,25-353-38,Toyota Corolla,16707,routine,628.67,106.87,735.54,INV-14721458_VH-30.pdf
INV-81794695,2023-04-22,יוסי צמיגים ופרונט (בדיקה),VH-30,25-353-38,Toyota Corolla,19706,routine,939.27,159.68,1098.95,INV-81794695_VH-30.pdf
INV-77293430,2024-09-21,יואב חשמל ופנסים (בדיקה),VH-30,25-353-38,Toyota Corolla,22189,routine,997.23,169.53,1166.76,INV-77293430_VH-30.pdf
INV-60558303,2024-09-22,יוסי צמיגים ופרונט (בדיקה),VH-30,25-353-38,Toyota Corolla,25785,tires,2160.01,367.2,2527.21,INV-60558303_VH-30.pdf
INV-56990235,2023-04-27,עובד חלפים מקוריים (בדיקה),VH-30,25-353-38,Toyota Corolla,28687,lights,596.42,101.39,697.81,INV-56990235_VH-30.pdf
INV-72785760,2023-02-06,יוסי צמיגים ופרונט (בדיקה),VH-30,25-353-38,Toyota Corolla,31500,spark_plugs,992.41,168.71,1161.12,INV-72785760_VH-30.pdf
INV-55124056,2024-07-02,מוסך העיר (בדיקה),VH-31,80-335-85,Hyundai i10,6680,routine,661.87,112.52,774.39,INV-55124056_VH-31.pdf
INV-45046173,2023-07-11,מוסך צי צפון (בדיקה),VH-31,80-335-85,Hyundai i10,8336,routine,813.75,138.34,952.09,INV-45046173_VH-31.pdf
INV-03178078,2023-11-06,מוסך העיר (בדיקה),VH-31,80-335-85,Hyundai i10,9982,routine,549.61,93.43,643.04,INV-03178078_VH-31.pdf
INV-18230768,2023-11-14,מוסך העיר (בדיקה),VH-31,80-335-85,Hyundai i10,11698,routine,532.63,90.55,623.18,INV-18230768_VH-31.pdf
INV-01840943,2023-03-31,מוסך העיר (בדיקה),VH-31,80-335-85,Hyundai i10,14136,routine,639.15,108.66,747.81,INV-01840943_VH-31.pdf
INV-22410988,2024-03-27,עובד חלפים מקוריים (בדיקה),VH-31,80-335-85,Hyundai i10,15794,routine,880.16,149.63,1029.79,INV-22410988_VH-31.pdf
INV-93214958,2023-05-25,עובד חלפים מקוריים (בדיקה),VH-31,80-335-85,Hyundai i10,18985,routine,869.57,147.83,1017.4,INV-93214958_VH-31.pdf
INV-16629979,2023-02-21,מוסך המרכז (בדיקה),VH-31,80-335-85,Hyundai i10,21237,routine,508.97,86.52,595.49,INV-16629979_VH-31.pdf
INV-79217174,2024-06-30,מוסך המרכז (בדיקה),VH-31,80-335-85,Hyundai i10,24807,routine,638.04,108.47,746.51,INV-79217174_VH-31.pdf
INV-56255770,2024-09-23,יוסי צמיגים ופרונט (בדיקה),VH-31,80-335-85,Hyundai i10,26779,tires,1573.06,267.42,1840.48,INV-56255770_VH-31.pdf
INV-16158148,2024-08-11,יואב חשמל ופנסים (בדיקה),VH-31,80-335-85,Hyundai i10,28459,lights,349.45,59.41,408.86,INV-16158148_VH-31.pdf
INV-53966958,2024-05-08,עובד חלפים מקוריים (בדיקה),VH-31,80-335-85,Hyundai i10,30712,spark_plugs,888.39,151.03,1039.42,INV-53966958_VH-31.pdf
INV-75817246,2024-05-13,מוסך העיר (בדיקה),VH-32,39-169-14,Chevrolet Spark,2689,routine,605.57,102.95,708.52,INV-75817246_VH-32.pdf
INV-01329022,2023-12-02,מוסך צי צפון (בדיקה),VH-32,39-169-14,Chevrolet Spark,4992,routine,784.61,133.38,917.99,INV-01329022_VH-32.pdf
INV-54946519,2023-07-20,מוסך צי צפון (בדיקה),VH-32,39-169-14,Chevrolet Spark,7361,routine,542.47,92.22,634.69,INV-54946519_VH-32.pdf
INV-80085140,2023-10-29,יואב חשמל ופנסים (בדיקה),VH-32,39-169-14,Chevrolet Spark,9164,routine,557.66,94.8,652.46,INV-80085140_VH-32.pdf
INV-83272386,2024-01-27,עובד חלפים מקוריים (בדיקה),VH-32,39-169-14,Chevrolet Spark,10989,routine,771.29,131.12,902.41,INV-83272386_VH-32.pdf
INV-10276212,2024-11-17,עובד חלפים מקוריים (בדיקה),VH-32,39-169-14,Chevrolet Spark,12366,routine,615.15,104.58,719.73,INV-10276212_VH-32.pdf
INV-78687653,2024-09-10,מוסך המרכז (בדיקה),VH-32,39-169-14,Chevrolet Spark,14629,routine,749.3,127.38,876.68,INV-78687653_VH-32.pdf
INV-68950097,2023-08-31,מוסך המרכז (בדיקה),VH-32,39-169-14,Chevrolet Spark,16672,routine,910.48,154.78,1065.26,INV-68950097_VH-32.pdf
INV-84781891,2023-03-23,מוסך המרכז (בדיקה),VH-32,39-169-14,Chevrolet Spark,19129,routine,620.16,105.43,725.59,INV-84781891_VH-32.pdf
INV-94905807,2023-03-21,מוסך המרכז (בדיקה),VH-32,39-169-14,Chevrolet Spark,21411,routine,959.36,163.09,1122.45,INV-94905807_VH-32.pdf
INV-09494079,2023-10-29,יוסי צמיגים ופרונט (בדיקה),VH-32,39-169-14,Chevrolet Spark,23069,tires,1730.33,294.16,2024.49,INV-09494079_VH-32.pdf
INV-14429444,2023-03-26,יואב חשמל ופנסים (בדיקה),VH-32,39-169-14,Chevrolet Spark,24432,lights,273.85,46.55,320.4,INV-14429444_VH-32.pdf
INV-24372805,2024-04-02,עובד חלפים מקוריים (בדיקה),VH-32,39-169-14,Chevrolet Spark,26236,spark_plugs,1027.58,174.69,1202.27,INV-24372805_VH-32.pdf
INV-23950410,2024-01-28,מוסך צי צפון (בדיקה),VH-33,40-385-95,Skoda Octavia,6465,routine,510.73,86.82,597.55,INV-23950410_VH-33.pdf
INV-67428604,2024-06-29,מוסך המרכז (בדיקה),VH-33,40-385-95,Skoda Octavia,8227,routine,710.09,120.72,830.81,INV-67428604_VH-33.pdf
INV-85694544,2024-11-30,מוסך העיר (בדיקה),VH-33,40-385-95,Skoda Octavia,9493,routine,660.29,112.25,772.54,INV-85694544_VH-33.pdf
INV-93852580,2024-11-22,מוסך צי צפון (בדיקה),VH-33,40-385-95,Skoda Octavia,11013,routine,716.51,121.81,838.32,INV-93852580_VH-33.pdf
INV-53443009,2024-06-21,יוסי צמיגים ופרונט (בדיקה),VH-33,40-385-95,Skoda Octavia,13311,routine,612.39,104.11,716.5,INV-53443009_VH-33.pdf
INV-11926921,2024-09-05,יואב חשמל ופנסים (בדיקה),VH-33,40-385-95,Skoda Octavia,14620,routine,909.2,154.56,1063.76,INV-11926921_VH-33.pdf
INV-46542140,2024-10-16,יוסי צמיגים ופרונט (בדיקה),VH-33,40-385-95,Skoda Octavia,17334,routine,576.84,98.06,674.9,INV-46542140_VH-33.pdf
INV-39627128,2023-07-02,עובד חלפים מקוריים (בדיקה),VH-33,40-385-95,Skoda Octavia,18551,routine,835.14,141.97,977.11,INV-39627128_VH-33.pdf
INV-19470720,2023-09-23,מוסך צי צפון (בדיקה),VH-33,40-385-95,Skoda Octavia,19708,routine,622.78,105.87,728.65,INV-19470720_VH-33.pdf
INV-77661830,2024-08-11,מוסך צי צפון (בדיקה),VH-33,40-385-95,Skoda Octavia,20810,tires,2693.75,457.94,3151.69,INV-77661830_VH-33.pdf
INV-60158517,2023-12-08,מוסך העיר (בדיקה),VH-33,40-385-95,Skoda Octavia,23101,lights,432.7,73.56,506.26,INV-60158517_VH-33.pdf
INV-61571732,2024-11-07,מוסך צי צפון (בדיקה),VH-33,40-385-95,Skoda Octavia,24531,spark_plugs,760.08,129.21,889.29,INV-61571732_VH-33.pdf
INV-87005050,2024-07-07,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,6529,routine,956.19,162.55,1118.74,INV-87005050_VH-34.pdf
INV-82931027,2024-04-14,מוסך העיר (בדיקה),VH-34,83-584-41,Chevrolet Spark,9499,routine,1130.74,192.23,1322.97,INV-82931027_VH-34.pdf
INV-02041792,2023-09-06,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,12029,routine,1087.53,184.88,1272.41,INV-02041792_VH-34.pdf
INV-31365651,2024-05-24,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,14857,routine,806.34,137.08,943.42,INV-31365651_VH-34.pdf
INV-11426258,2023-02-16,יואב חשמל ופנסים (בדיקה),VH-34,83-584-41,Chevrolet Spark,16443,routine,889.64,151.24,1040.88,INV-11426258_VH-34.pdf
INV-20710021,2023-04-13,יואב חשמל ופנסים (בדיקה),VH-34,83-584-41,Chevrolet Spark,18901,routine,839.83,142.77,982.6,INV-20710021_VH-34.pdf
INV-24876329,2024-05-02,מוסך המרכז (בדיקה),VH-34,83-584-41,Chevrolet Spark,20394,routine,1045.9,177.8,1223.7,INV-24876329_VH-34.pdf
INV-45608331,2023-04-01,מוסך העיר (בדיקה),VH-34,83-584-41,Chevrolet Spark,23277,routine,1059.04,180.04,1239.08,INV-45608331_VH-34.pdf
INV-34031277,2024-06-03,מוסך העיר (בדיקה),VH-34,83-584-41,Chevrolet Spark,25440,routine,463.55,78.8,542.35,INV-34031277_VH-34.pdf
INV-97010822,2024-03-21,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,27180,tires,2509.07,426.54,2935.61,INV-97010822_VH-34.pdf
INV-53153136,2023-11-30,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,29253,lights,470.61,80.0,550.61,INV-53153136_VH-34.pdf
INV-62397265,2024-05-11,יוסי צמיגים ופרונט (בדיקה),VH-34,83-584-41,Chevrolet Spark,30602,spark_plugs,827.78,140.72,968.5,INV-62397265_VH-34.pdf
INV-90421776,2023-12-10,יואב חשמל ופנסים (בדיקה),VH-35,22-199-94,Skoda Octavia,2446,routine,648.89,110.31,759.2,INV-90421776_VH-35.pdf
INV-29831687,2023-06-10,מוסך העיר (בדיקה),VH-35,22-199-94,Skoda Octavia,4577,routine,933.81,158.75,1092.56,INV-29831687_VH-35.pdf
INV-33569392,2023-10-13,מוסך צי צפון (בדיקה),VH-35,22-199-94,Skoda Octavia,6407,routine,668.11,113.58,781.69,INV-33569392_VH-35.pdf
INV-80686717,2023-02-11,יוסי צמיגים ופרונט (בדיקה),VH-35,22-199-94,Skoda Octavia,8242,routine,829.6,141.03,970.63,INV-80686717_VH-35.pdf
INV-43107427,2024-02-21,מוסך המרכז (בדיקה),VH-35,22-199-94,Skoda Octavia,9265,routine,558.33,94.92,653.25,INV-43107427_VH-35.pdf
INV-62570165,2024-04-19,מוסך צי צפון (בדיקה),VH-35,22-199-94,Skoda Octavia,11290,routine,664.85,113.02,777.87,INV-62570165_VH-35.pdf
INV-31950850,2024-09-19,מוסך המרכז (בדיקה),VH-35,22-199-94,Skoda Octavia,12911,routine,906.0,154.02,1060.02,INV-31950850_VH-35.pdf
INV-18325381,2024-01-11,עובד חלפים מקוריים (בדיקה),VH-35,22-199-94,Skoda Octavia,14631,routine,703.29,119.56,822.85,INV-18325381_VH-35.pdf
INV-55486401,2023-08-03,מוסך המרכז (בדיקה),VH-35,22-199-94,Skoda Octavia,16503,routine,890.51,151.39,1041.9,INV-55486401_VH-35.pdf
INV-84795137,2024-06-28,עובד חלפים מקוריים (בדיקה),VH-35,22-199-94,Skoda Octavia,18264,tires,1829.47,311.01,2140.48,INV-84795137_VH-35.pdf
INV-72380468,2023-04-25,עובד חלפים מקוריים (בדיקה),VH-35,22-199-94,Skoda Octavia,20050,spark_plugs,924.18,157.11,1081.29,INV-72380468_VH-35.pdf
INV-38569557,2023-07-13,עובד חלפים מקוריים (בדיקה),VH-36,69-984-16,Mazda 3,4279,routine,714.97,121.54,836.51,INV-38569557_VH-36.pdf
INV-42437540,2024-04-13,מוסך צי צפון (בדיקה),VH-36,69-984-16,Mazda 3,5959,routine,864.23,146.92,1011.15,INV-42437540_VH-36.pdf
INV-22223105,2023-06-14,מוסך העיר (בדיקה),VH-36,69-984-16,Mazda 3,7594,routine,854.91,145.33,1000.24,INV-22223105_VH-36.pdf
INV-55257828,2024-07-29,יואב חשמל ופנסים (בדיקה),VH-36,69-984-16,Mazda 3,8523,routine,857.42,145.76,1003.18,INV-55257828_VH-36.pdf
INV-20885474,2023-05-29,מוסך צי צפון (בדיקה),VH-36,69-984-16,Mazda 3,10711,routine,1016.32,172.77,1189.09,INV-20885474_VH-36.pdf
INV-75170281,2023-05-31,מוסך המרכז (בדיקה),VH-36,69-984-16,Mazda 3,12618,routine,1041.83,177.11,1218.94,INV-75170281_VH-36.pdf
INV-93983430,2024-01-01,מוסך צי צפון (בדיקה),VH-36,69-984-16,Mazda 3,13959,routine,611.67,103.98,715.65,INV-93983430_VH-36.pdf
INV-59980562,2024-06-08,יוסי צמיגים ופרונט (בדיקה),VH-36,69-984-16,Mazda 3,15114,routine,745.61,126.75,872.36,INV-59980562_VH-36.pdf
INV-81376742,2023-11-12,יוסי צמיגים ופרונט (בדיקה),VH-36,69-984-16,Mazda 3,17372,tires,2758.28,468.91,3227.19,INV-81376742_VH-36.pdf
INV-47851961,2023-03-30,יוסי צמיגים ופרונט (בדיקה),VH-36,69-984-16,Mazda 3,18455,lights,404.3,68.73,473.03,INV-47851961_VH-36.pdf
INV-23264870,2024-04-18,עובד חלפים מקוריים (בדיקה),VH-36,69-984-16,Mazda 3,20337,spark_plugs,853.63,145.12,998.75,INV-23264870_VH-36.pdf
INV-24471462,2023-08-18,מוסך צי צפון (בדיקה),VH-37,53-919-23,Hyundai i10,5677,routine,556.99,94.69,651.68,INV-24471462_VH-37.pdf
INV-19597964,2023-10-11,יוסי צמיגים ופרונט (בדיקה),VH-37,53-919-23,Hyundai i10,8397,routine,846.65,143.93,990.58,INV-19597964_VH-37.pdf
INV-04290257,2024-01-18,יוסי צמיגים ופרונט (בדיקה),VH-37,53-919-23,Hyundai i10,10678,routine,783.11,133.13,916.24,INV-04290257_VH-37.pdf
INV-50448183,2024-01-05,עובד חלפים מקוריים (בדיקה),VH-37,53-919-23,Hyundai i10,12796,routine,635.48,108.03,743.51,INV-50448183_VH-37.pdf
INV-44518952,2024-07-10,יואב חשמל ופנסים (בדיקה),VH-37,53-919-23,Hyundai i10,15311,routine,647.0,109.99,756.99,INV-44518952_VH-37.pdf
INV-21328338,2024-02-26,מוסך צי צפון (בדיקה),VH-37,53-919-23,Hyundai i10,17908,routine,801.69,136.29,937.98,INV-21328338_VH-37.pdf
INV-16711207,2024-07-18,מוסך העיר (בדיקה),VH-37,53-919-23,Hyundai i10,20228,routine,725.02,123.25,848.27,INV-16711207_VH-37.pdf
INV-52401322,2024-09-03,מוסך צי צפון (בדיקה),VH-37,53-919-23,Hyundai i10,22560,routine,787.42,133.86,921.28,INV-52401322_VH-37.pdf
INV-11076031,2024-03-11,יוסי צמיגים ופרונט (בדיקה),VH-37,53-919-23,Hyundai i10,24891,routine,897.3,152.54,1049.84,INV-11076031_VH-37.pdf
INV-40119393,2023-05-02,מוסך צי צפון (בדיקה),VH-37,53-919-23,Hyundai i10,26013,routine,561.14,95.39,656.53,INV-40119393_VH-37.pdf
INV-28938911,2024-08-16,מוסך צי צפון (בדיקה),VH-37,53-919-23,Hyundai i10,27647,tires,3671.73,624.19,4295.92,INV-28938911_VH-37.pdf
INV-13875927,2023-01-05,יואב חשמל ופנסים (בדיקה),VH-37,53-919-23,Hyundai i10,30332,spark_plugs,939.57,159.73,1099.3,INV-13875927_VH-37.pdf
INV-15171827,2023-08-08,מוסך צי צפון (בדיקה),VH-38,67-243-64,Hyundai i10,5319,routine,984.38,167.34,1151.72,INV-15171827_VH-38.pdf
INV-64794738,2023-03-26,יוסי צמיגים ופרונט (בדיקה),VH-38,67-243-64,Hyundai i10,6534,routine,745.33,126.71,872.04,INV-64794738_VH-38.pdf
INV-07167811,2024-05-02,יוסי צמיגים ופרונט (בדיקה),VH-38,67-243-64,Hyundai i10,7612,routine,898.56,152.76,1051.32,INV-07167811_VH-38.pdf
INV-35396136,2023-06-22,יוסי צמיגים ופרונט (בדיקה),VH-38,67-243-64,Hyundai i10,8686,routine,681.7,115.89,797.59,INV-35396136_VH-38.pdf
INV-65796784,2024-08-30,מוסך העיר (בדיקה),VH-38,67-243-64,Hyundai i10,10186,routine,572.36,97.3,669.66,INV-65796784_VH-38.pdf
INV-20101702,2024-05-24,מוסך צי צפון (בדיקה),VH-38,67-243-64,Hyundai i10,11547,routine,519.19,88.26,607.45,INV-20101702_VH-38.pdf
INV-87734778,2024-09-30,מוסך העיר (בדיקה),VH-38,67-243-64,Hyundai i10,13051,routine,655.13,111.37,766.5,INV-87734778_VH-38.pdf
INV-16756770,2023-01-19,מוסך העיר (בדיקה),VH-38,67-243-64,Hyundai i10,14806,routine,633.92,107.77,741.69,INV-16756770_VH-38.pdf
INV-46719788,2023-06-18,עובד חלפים מקוריים (בדיקה),VH-38,67-243-64,Hyundai i10,15952,routine,896.47,152.4,1048.87,INV-46719788_VH-38.pdf
INV-69545009,2024-05-21,יוסי צמיגים ופרונט (בדיקה),VH-38,67-243-64,Hyundai i10,17273,tires,1656.24,281.56,1937.8,INV-69545009_VH-38.pdf
INV-65565033,2023-12-16,מוסך העיר (בדיקה),VH-38,67-243-64,Hyundai i10,18365,lights,317.41,53.96,371.37,INV-65565033_VH-38.pdf
INV-08507698,2023-04-28,מוסך צי צפון (בדיקה),VH-38,67-243-64,Hyundai i10,19410,spark_plugs,1093.57,185.91,1279.48,INV-08507698_VH-38.pdf
INV-17135785,2024-08-07,מוסך צי צפון (בדיקה),VH-39,19-553-80,Toyota Corolla,4062,routine,872.3,148.29,1020.59,INV-17135785_VH-39.pdf
INV-18344049,2024-05-23,יואב חשמל ופנסים (בדיקה),VH-39,19-553-80,Toyota Corolla,7196,routine,999.15,169.86,1169.01,INV-18344049_VH-39.pdf
INV-41987635,2024-08-15,יוסי צמיגים ופרונט (בדיקה),VH-39,19-553-80,Toyota Corolla,9786,routine,611.41,103.94,715.35,INV-41987635_VH-39.pdf
INV-36649878,2024-03-19,עובד חלפים מקוריים (בדיקה),VH-39,19-553-80,Toyota Corolla,12265,routine,938.81,159.6,1098.41,INV-36649878_VH-39.pdf
INV-74896908,2024-08-13,יואב חשמל ופנסים (בדיקה),VH-39,19-553-80,Toyota Corolla,14048,routine,622.74,105.87,728.61,INV-74896908_VH-39.pdf
INV-13644249,2023-11-04,מוסך המרכז (בדיקה),VH-39,19-553-80,Toyota Corolla,16251,routine,583.97,99.27,683.24,INV-13644249_VH-39.pdf
INV-86603242,2023-09-09,יוסי צמיגים ופרונט (בדיקה),VH-39,19-553-80,Toyota Corolla,18569,routine,628.56,106.86,735.42,INV-86603242_VH-39.pdf
INV-70015941,2023-06-30,מוסך העיר (בדיקה),VH-39,19-553-80,Toyota Corolla,21714,routine,895.87,152.3,1048.17,INV-70015941_VH-39.pdf
INV-23198189,2023-04-03,מוסך המרכז (בדיקה),VH-39,19-553-80,Toyota Corolla,25052,routine,755.17,128.38,883.55,INV-23198189_VH-39.pdf
INV-55963632,2023-05-06,יוסי צמיגים ופרונט (בדיקה),VH-39,19-553-80,Toyota Corolla,28028,tires,1513.2,257.24,1770.44,INV-55963632_VH-39.pdf
INV-15867342,2024-06-30,יואב חשמל ופנסים (בדיקה),VH-39,19-553-80,Toyota Corolla,30156,lights,480.28,81.65,561.93,INV-15867342_VH-39.pdf
INV-03486451,2024-09-12,מוסך צי צפון (בדיקה),VH-39,19-553-80,Toyota Corolla,31560,spark_plugs,790.15,134.33,924.48,INV-03486451_VH-39.pdf
INV-34327560,2023-11-05,עובד חלפים מקוריים (בדיקה),VH-40,40-270-62,Skoda Octavia,2993,routine,624.44,106.15,730.59,INV-34327560_VH-40.pdf
INV-56124815,2024-04-27,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,4475,routine,933.28,158.66,1091.94,INV-56124815_VH-40.pdf
INV-02720634,2024-04-09,עובד חלפים מקוריים (בדיקה),VH-40,40-270-62,Skoda Octavia,5406,routine,698.79,118.79,817.58,INV-02720634_VH-40.pdf
INV-65772429,2024-10-26,מוסך העיר (בדיקה),VH-40,40-270-62,Skoda Octavia,7507,routine,598.41,101.73,700.14,INV-65772429_VH-40.pdf
INV-69300893,2024-01-12,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,8961,routine,618.25,105.1,723.35,INV-69300893_VH-40.pdf
INV-69421529,2023-06-22,מוסך המרכז (בדיקה),VH-40,40-270-62,Skoda Octavia,10426,routine,551.8,93.81,645.61,INV-69421529_VH-40.pdf
INV-33447626,2024-11-20,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,11487,routine,993.17,168.84,1162.01,INV-33447626_VH-40.pdf
INV-62044397,2024-11-24,עובד חלפים מקוריים (בדיקה),VH-40,40-270-62,Skoda Octavia,12976,routine,704.73,119.8,824.53,INV-62044397_VH-40.pdf
INV-56366941,2023-03-29,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,14538,routine,491.17,83.5,574.67,INV-56366941_VH-40.pdf
INV-90048964,2024-09-12,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,16771,tires,3918.04,666.07,4584.11,INV-90048964_VH-40.pdf
INV-57215862,2023-06-23,יואב חשמל ופנסים (בדיקה),VH-40,40-270-62,Skoda Octavia,18382,lights,497.33,84.55,581.88,INV-57215862_VH-40.pdf
INV-64494856,2023-10-15,מוסך צי צפון (בדיקה),VH-40,40-270-62,Skoda Octavia,20342,spark_plugs,1185.39,201.52,1386.91,INV-64494856_VH-40.pdf
INV-03203207,2024-11-04,מוסך העיר (בדיקה),VH-41,17-268-58,Toyota Corolla,5197,routine,856.21,145.56,1001.77,INV-03203207_VH-41.pdf
INV-87771215,2023-02-11,מוסך צי צפון (בדיקה),VH-41,17-268-58,Toyota Corolla,6516,routine,606.55,103.11,709.66,INV-87771215_VH-41.pdf
INV-93908926,2024-06-04,יואב חשמל ופנסים (בדיקה),VH-41,17-268-58,Toyota Corolla,8113,routine,805.5,136.94,942.44,INV-93908926_VH-41.pdf
INV-16591520,2023-12-03,יוסי צמיגים ופרונט (בדיקה),VH-41,17-268-58,Toyota Corolla,9335,routine,606.17,103.05,709.22,INV-16591520_VH-41.pdf
INV-05097592,2024-10-05,מוסך צי צפון (בדיקה),VH-41,17-268-58,Toyota Corolla,10973,routine,748.73,127.28,876.01,INV-05097592_VH-41.pdf
INV-96164236,2023-02-26,עובד חלפים מקוריים (בדיקה),VH-41,17-268-58,Toyota Corolla,11908,routine,708.33,120.42,828.75,INV-96164236_VH-41.pdf
INV-21476492,2023-10-19,מוסך צי צפון (בדיקה),VH-41,17-268-58,Toyota Corolla,13759,routine,806.46,137.1,943.56,INV-21476492_VH-41.pdf
